dataset,split_id,seed,raw_files,raw_rows,train_rows,test_rows,train_positive,test_positive,group_field,split_strategy,feature_count,feature_schema_sha256,dataset_config_sha256,preprocessing_state_sha256,config_path,software_version
TON_IoT,ton_iot_attack_family_holdout_full,0,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,c5aa2067c2ff4c98e0b32f8dc9e06cd05ffb71b4c57758565b3482ed3b088010,5d7ef13326a62fe67b086641ecbab539f8eed090359a55a029ee1a61dbda66ce,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,1,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,650a4d0da39ddf0ee18e3a2a6490a6b704e9ba2417348529ed349cf970bebce1,4d0cbacdebde4e7676ad5505614b53275431520b78767fe691fab299c3d576ff,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,2,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,7613994ee1c25f2a17c22e1f684e0ef5503cc612d684a71dc5065f765aad2621,c7151b8a1ef4edcc221d9f41023c60ab82d07852fcdbcf57c2c0ca3bbe8ed8ee,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,3,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,8c8aaefd701f1028b5e1fbd7867405332b162232804eccfa58662d61a95f8a9a,d303b92a26705759f970055ffa3d6af303caa89273be58a0b9a2ee2acf07655d,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,4,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,8554a7e62b1951de207d6d173aafab58b327e71a9677eafccec18cfb7cd49f15,1cb8df7b674e28ccf3999788420ff577268c32424e356c096d0fbd1193ec0a8c,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,5,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,a2a71bd524f8d22360facc86e1bc64a078b415a950aaf9979a7ddf20c3dd2991,91ec0b83e77b7feab871dba7efde4e4fe93c55e9300845d2c42dd26dfa921e73,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,6,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,1b9d1e9914b4ae12e5cdfa8d614fe85e57b1e7e7efee38866b320517f763713b,eed43062033afd51054d93b4068cff75b135ed7426b222aee49205ce01455556,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,7,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,8c691b8c15d7478ba6d044b002ba4af613e3fd712d52cb96e2a17b91e46bb7d7,2fb4d100674949176f6c4fd647d3e69d17c899bd5d529536408d83d693ffdc95,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,8,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,eef6b8b544993a672e20a7f5e57446bfc708708df66de77ce10122f7d6a6cd1f,afad0a6044b7d2028cde41a75950f81adb42900728f136683d00756b6551a171,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
TON_IoT,ton_iot_attack_family_holdout_full,9,data/raw/ton_iot/train_test_network.csv,211043,175000,36043,140000,21043,attack_type,attack_type_holdout,47,812abfa0ae9e09c835d8fbd267132f5d2adfb2f8312446845dfa1ff55a2a01b3,42062b356ea1c13fa5ef439d10b329200b02844b22ce634204c28f90ce6dfeca,cfd65d39d2615679dedf82f74e4eda711492a1f7e40d30e6fd1945da3a532bc8,results/configs/tier_e_core4_hgb_mlp_timed/expanded.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,0,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,875c8211aac0daedab7cba842bef144eed83fca0ebc88a3e264a96983b985e75,c1a742e08c7ef81748b8a538e7a6a7d71046a45539e1067d3979fe7984cc55e1,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,1,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,22b41f8516de789be980fe7c5aa4442b81286101e7cdd78156782928c5c2aafd,dda0d04b7b5243543b3b901e78c630c688728729dc345fa894703feadcf095ac,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,2,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,88f0f298ed066cb9971577b5ac51f32c978822d7ded4d95725ad593e73ff0ac9,1c850558226c77cd66dc1d6b24325d24a6c18a723efa2321e4ec284a6edd21ce,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,3,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,337f0cd09f8baff99418e8a2206ff54bb1a9b65bec0a280b8f4eefdaef580f12,f53ede00bdb7188e4b262fb87fee7ecc2bd99448d4434706334678781c0b9e6e,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,4,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,2a40f65d5db6d88b0be4cc8927b7ad283830063957524c69b0f850acede86b60,83a33f689ce51881ad2773568a01cbe7d54d794e380216ddfc4c903bdf74fa46,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,5,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,8abd3d6ee7069e9d36f8a74ffd2f4b823bea404d2fb44f9add7fe0eab33e6b62,154decb67e6b890c3fd614b7ea21f2fbd7da180b43b82fd0199906bbaab6d2c8,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,6,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,fba1a97fb5660dabe479399764b30b628ab995574101d38348d09f6ab7ab9f93,699ce3fad5f9c0dd5634a12cb62cc2028ef9d1e7654cffb383e35c3f90a2b669,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,7,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,69b5fa56cc05530dbdb9f576ddafd5a2912178b77a92718854cab77032079820,47333d555b1d86b5a6293e99504dde3a76fb3eea4e754d56bdc8f267bbd77aad,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,8,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,7fc34877be981785580baa52f09a6ff40bc57c2d731cd0812fc7047ac3ce7c36,1a15cd41c285693e76533aeff6d85a03deed253227a0fa7db3c6a63db7caf4ad,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CICIDS2017,cicids2017_friday_holdout_sample,9,data/raw/cicids2017/machine_learning/Monday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Tuesday-WorkingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Wednesday-workingHours.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Morning.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv.parquet;data/raw/cicids2017/machine_learning/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv.parquet,240000,150000,90000,12262,33967,day,day_holdout,77,83c13f3e2bc16ce50ca7add6bb12ab7f678678e366498bfd6c6e20856b84bd9e,3997309f9d3c2f6b00a7ff9d781af01c9391f41fbfc610783489afdd1cecddc7,360aa5fc7a19f9c9cb1fbe22a5a5a97888eb5557cac716a5a08a937b7d627da5,results/configs/tier_e_core4_hgb_mlp_timed/cicids2017.yaml,0.1.0
CSE-CIC-IDS2018,cse_cic_ids2018_friday_holdout_sample,0,data/raw/cse_cic_ids2018/Wednesday-21-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Wednesday-28-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Thursday-01-03-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Friday-02-03-2018_TrafficForML_CICFlowMeter.csv,20000,15000,5000,5343,1288,date,date_holdout,77,9da1a48fed54c5d628177a1a5fb29a15d511823a7fee4b0576395af29a9a0aa8,e72d7d5f6ec94696566e089a9d4d9362d66e31b69d19cc67fcc1c2743c6d2231,ac9d32e282a9c3432aebab298bf6bff33d6f69fdcbbc0b4fb8c8bd38eda40211,results/configs/tier_e_core4_hgb_mlp_timed/cse_cic_ids2018.yaml,0.1.0
CSE-CIC-IDS2018,cse_cic_ids2018_friday_holdout_sample,1,data/raw/cse_cic_ids2018/Wednesday-21-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Wednesday-28-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Thursday-01-03-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Friday-02-03-2018_TrafficForML_CICFlowMeter.csv,20000,15000,5000,5239,1322,date,date_holdout,77,9da1a48fed54c5d628177a1a5fb29a15d511823a7fee4b0576395af29a9a0aa8,8b7ee4fa1690d6a5ab654830cb9bbd3c5c79c458184e48611e2a006eb8c21fc1,d9c7ca30a503ba8288470331771f2a99b1f27ef8edba15973a9e1b648179b93c,results/configs/tier_e_core4_hgb_mlp_timed/cse_cic_ids2018.yaml,0.1.0
CSE-CIC-IDS2018,cse_cic_ids2018_friday_holdout_sample,2,data/raw/cse_cic_ids2018/Wednesday-21-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Wednesday-28-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Thursday-01-03-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Friday-02-03-2018_TrafficForML_CICFlowMeter.csv,20000,15000,5000,5275,1363,date,date_holdout,77,9da1a48fed54c5d628177a1a5fb29a15d511823a7fee4b0576395af29a9a0aa8,3771106debe827cb76c712a3826377e03137d4ba4f7abeaf4a20eed5e9158a04,e435497dc37450bf3b309c0cf0ffe11c1afb5225ef97b06c37e9594e0586c523,results/configs/tier_e_core4_hgb_mlp_timed/cse_cic_ids2018.yaml,0.1.0
CSE-CIC-IDS2018,cse_cic_ids2018_friday_holdout_sample,3,data/raw/cse_cic_ids2018/Wednesday-21-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Wednesday-28-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Thursday-01-03-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Friday-02-03-2018_TrafficForML_CICFlowMeter.csv,20000,15000,5000,5266,1408,date,date_holdout,77,9da1a48fed54c5d628177a1a5fb29a15d511823a7fee4b0576395af29a9a0aa8,bc3eb3c5a12d2b12c7cd016c1336b1e69f526e53768bdcf5d707584c2a0efd98,3d851933585ac3376804487dd04ae549fe64a409812413cddd52659839f64624,results/configs/tier_e_core4_hgb_mlp_timed/cse_cic_ids2018.yaml,0.1.0
CSE-CIC-IDS2018,cse_cic_ids2018_friday_holdout_sample,4,data/raw/cse_cic_ids2018/Wednesday-21-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Wednesday-28-02-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Thursday-01-03-2018_TrafficForML_CICFlowMeter.csv;data/raw/cse_cic_ids2018/Friday-02-03-2018_TrafficForML_CICFlowMeter.csv,19999,14999,5000,5217,1352,date,date_holdout,77,9da1a48fed54c5d628177a1a5fb29a15d511823a7fee4b0576395af29a9a0aa8,5b3144c75c06c812c0a441ee5552345d0a670d61a9f1c1aed71c1dc8147a877b,e83f0063d2ede8d890fde48d8b13f3f5b25c3ac866caacd0310503c117dc92d4,results/configs/tier_e_core4_hgb_mlp_timed/cse_cic_ids2018.yaml,0.1.0
